"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TW7YU2P6","webpage","2017","","Wikipedia:GLAM/Carpathian Ethnography Project","Wikipedia","","","","https://en.wikipedia.org/w/index.php?title=Wikipedia:GLAM/Carpathian_Ethnography_Project&oldid=807677150","NEWS: Take part in the Carpathians Challenge! → The Carpathian Mountains – second largest in Europe after the Alps – span across Southeast Poland, Southwest Ukraine, Slovakia, Czech Republic and Romania. There is a diverse and rich tradition of folklore, regional crafts and arts, and folk culture within the Carpathian area. We are interested in looking at its cross-border similarities, common history and cultural roots. The goal of the project is to collect bibliography, source material, photo and audiovisual material on authentic folklore of the region, make it available on Wikimedia Commons – and use it for better coverage of related articles on Wikipedia (in English and relevant local languages). The main focus is on regional costume, regional museums, folk arts and crafts and local vernacular architecture.    Teams consisting of Wikipedians, ethnographers from the National Museum of Ethnography in Warsaw, and international volunteers will travel to several Central European destinations in order to document folk culture in Wikipedias and Wikimedia Commons. All team members will also write, expand and illustrate a predefined set of related articles on related language versions of Wikipedia. See the lists of articles. Wikipedians from the team establish contacts with Wikipedians from all the countries visited, inform them about the project in advance, and get them involved in editing, as well as in local training workshops and documentation trips. Each trip will be linked to at least one museum of ethnography in the visited region, with whom the team will collaborate on the project (see list of museums below). We will also conduct a basic wikiworkshop for local residents and staff in one museum in each country.","2017-10-29","2020-05-29 17:33:48","2020-05-29 17:33:59","2020-05-29 17:33:48","","","","","","","Wikipedia","","","","","","","en","Creative Commons Attribution-ShareAlike License","","","","","","Page Version ID: 807677150","","/home/diegodlh/Zotero/storage/W434LNXR/index.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ES9INJVA","webpage","","","https://www.projetsoha.org/","Projet Soha","","","","https://www.projetsoha.org/","","","2020-05-29 17:32:42","2020-05-29 17:33:10","2020-05-29 17:32:42","","","","","","","https","","","","","","","fr-FR","","","","","","","Library Catalog: www.projetsoha.org","","/home/diegodlh/Zotero/storage/RGB5RY44/www.projetsoha.org.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8AF8Q78K","book","2016","","Justice cognitive, libre accès et savoirs locaux","","978-2-924661-14-7","","","https://scienceetbiencommun.pressbooks.pub/justicecognitive1/","","2016","2020-05-29 17:30:58","2020-05-29 17:32:23","2020-05-29 17:30:58","","","","","","","","","","","","Éditions science et bien commun","","fr","","","","","scienceetbiencommun.pressbooks.pub","","","","/home/diegodlh/Zotero/storage/NDZLDBVM/justicecognitive1.html","","","","Piron, Florence; Regulus, Samuel; Madiba, Marie Sophie Dibounje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DEGFXMZX","bookSection","2016","Tessy, Djossè Roméo","Les obstacles à l’adoption du libre accès par les étudiants et étudiantes du Bénin","Justice cognitive, libre accès et savoirs locaux","","","","https://scienceetbiencommun.pressbooks.pub/justicecognitive1/chapter/les-obstacles-a-ladoption-du-libre-acces-par-les-etudiants-beninois/","","2016","2020-05-29 17:27:57","2020-05-29 17:27:57","2020-05-29 17:27:57","","","","","","","","","","","","Éditions science et bien commun","","fr","","","","","scienceetbiencommun.pressbooks.pub","","","","/home/diegodlh/Zotero/storage/V8T7EJTQ/les-obstacles-a-ladoption-du-libre-acces-par-les-etudiants-beninois.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26KDJCS9","webpage","","","Documenting the Now","DocNow","","","","https://www.docnow.io/","Documenting the Now develops tools and builds community practices that   support the ethical collection, use, and preservation of social media  content.","","2020-05-29 17:25:41","2020-05-29 17:25:41","2020-05-29 17:25:41","","","","","","","","","","","","","","en","","","","","","","Library Catalog: www.docnow.io","","/home/diegodlh/Zotero/storage/L6ASMSDR/www.docnow.io.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SF9NG6HP","webpage","","","Wiki Loves Love, 2019","Wikimedia Commons","","","","https://commons.wikimedia.org/wiki/Commons:Wiki_Loves_Love_2019","","","2020-05-29 17:16:59","2020-05-29 17:18:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TJZWZGYQ","webpage","","","Wiki Loves Folklore!","Wikimedia Commons","","","","https://commons.wikimedia.org/wiki/Commons:Wiki_Loves_Folklore","","","2020-05-29 17:16:31","2020-05-29 17:17:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3C33U3TW","webpage","","","Intangible Cultural Heritage Project","Black South West Network","","","","https://www.blacksouthwestnetwork.org/intangible-cultural-heritage-project","","","2020-05-29 15:56:30","2020-05-29 15:57:44","2020-05-29 15:56:30","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/DYIRY34C/intangible-cultural-heritage-project.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFVSNEBI","document","2010","ARIPO","Swakopmund Protocol on the Protection of Traditional Knowledge and Expressions of Folklore","","","","","https://www.wipo.int/edocs/lexdocs/treaties/en/ap010/trt_ap010.pdf","","2010","2020-02-25 11:41:36","2020-05-29 15:29:20","2020-02-05 22:55:01","","","","","","","","","","","","African Regional Intellectual Property Organization (ARIPO)","","","","","","","","","","","/home/diegodlh/Zotero/storage/7PD8W99J/trt_ap010.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DGH6EX65","journalArticle","2016","El-Gendi, Lubna","Illusory Borders: The Myth of the Modern Nation-State and its Impact on the Repatriation of Cultural Artifacts, 15 J. Marshall Rev. Intell. Prop. L. 486 (2016)","The John Marshall Review of Intellectual Property Law","","1930-8140","","https://repository.jmls.edu/ripl/vol15/iss3/6","","2016-01-01","2020-05-29 15:18:17","2020-05-29 15:18:17","","","","3","15","","","Illusory Borders","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/F7TX4XW9/6.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"284TB24P","webpage","","","Wikidocumentaries","","","","","https://wikidocumentaries-demo.wmflabs.org/","","","2020-05-29 15:06:32","2020-05-29 15:06:32","2020-05-29 15:06:32","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/LNNI33RB/wikidocumentaries-demo.wmflabs.org.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SI9JBFIY","webpage","","","Wiki Loves Africa - Meta","","","","","https://meta.wikimedia.org/wiki/Wiki_Loves_Africa","","","2020-05-29 15:05:39","2020-05-29 15:05:39","2020-05-29 15:05:39","","","","","","","","","","","","","","en","","","","","","","Library Catalog: meta.wikimedia.org","","/home/diegodlh/Zotero/storage/5JSKLBU7/Wiki_Loves_Africa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EZJJYM36","webpage","2018","","Palestine Open Maps","Visualizing Palestine","","","","https://palopenmaps.org","Palestine Open Maps is a new platform for map-based exploration and immersive storytelling. This alpha version of the platform allows you to navigate historic maps and search for localities.","2018","2020-05-29 14:59:38","2020-05-29 15:00:55","2020-05-29 14:59:38","","","","","","","","","","","","","","en","","","","","","","Library Catalog: palopenmaps.org","","/home/diegodlh/Zotero/storage/JY5E2AGQ/palopenmaps.org.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQEAKHYA","journalArticle","2020","Garba, Tapji; Sorentino, Sara-Maria","Slavery is a Metaphor: A Critical Commentary on Eve Tuck and K. Wayne Yang’s “Decolonization is Not a Metaphor”","Antipode","","1467-8330","10.1111/anti.12615","https://onlinelibrary.wiley.com/doi/abs/10.1111/anti.12615","This essay offers a critical analysis of the metaphysical and methodological presuppositions of Eve Tuck and K. Wayne Yang’s “Decolonization is Not a Metaphor”. While Tuck and Yang position settler colonial spatiality as structured by a settler-native-slave triad, we argue that their critique of metaphor entails the collapse of the triad into a settler-native dyad, the reduction of slavery to forced labour, and a division between the material and the symbolic that forecloses not only an analysis of slavery, but also the constitution of settler colonialism itself. Through an immanent critique of “Decolonization is Not a Metaphor” we identify what animates their critique of metaphor, and drawing on scholarship in Black studies, we offer an alternative theorisation of slavery and settler colonialism.","2020","2020-05-29 14:52:44","2020-05-29 14:52:44","2020-05-29 14:52:44","764-782","","3","52","","","Slavery is a Metaphor","","","","","","","en","© 2020 The Author. Antipode  © 2020 Antipode Foundation Ltd.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/anti.12615","","/home/diegodlh/Zotero/storage/CJUX3RV6/Garba and Srentino - Slavery is a Metaphor A Critical Commentary on Ev.pdf","","","decolonization; settler colonialism; Afro-pessimism; anti-Blackness; metaphor; slavery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5NWM62BB","webpage","","Caribbean Reparations Commission","10-Point Reparation Plan","CARICOM Reparations","","","","http://caricomreparations.org/caricom/caricoms-10-point-reparation-plan/","In 2013 Caribbean Heads of Governments established the Caricom Reparations Commission (CRC) with a mandate to prepare the case for reparatory justice for the region’s indigenous and African descendant communities who are the victims of Crimes against Humanity (CAH) in the forms of genocide, slavery, slave trading, and racial apartheid. This document, prepared by the CRC, [...]","","2020-02-09 16:25:55","2020-05-29 14:42:02","2020-02-09 16:25:55","","","","","","","","","","","","","","en-US","","","","","","","","","/home/diegodlh/Zotero/storage/VPLSMH2A/caricoms-10-point-reparation-plan.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3RNB2WX7","blogPost","2019","Kimeria, Ciku","Dakar’s Museum of Black Civilizations is a vital step for a people reclaiming their history","Quartz Africa","","","","https://qz.com/africa/1533523/dakars-museum-of-black-civilizations-tells-africas-story/","“The restitution of Africa’s stolen assets should not be dependent on us having space to display it.""","2019-01-25","2020-05-29 14:29:29","2020-05-29 14:31:52","2020-05-29 14:29:29","","","","","","","","","","","","","","en","","","","","","","Library Catalog: qz.com","","/home/diegodlh/Zotero/storage/FGS3TTC4/dakars-museum-of-black-civilizations-tells-africas-story.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7CYI2VD9","document","2020","Pavis, Mathilde; Wallace, Andrea","SCuLE Response for the EMRIP Report on repatriation of ceremonial objects and human remains under the UN Declaration on the Rights of Indigenous Peoples","","","","","https://zenodo.org/record/3760293#.XtEZ5MYo_Wy","Submitted on 15 April 2020, this submission to the UN Expert Mechanism on the Rights of Indigenous Peoples calls attention to the importance of intellectual property and related rights (IPR) to the repatriation of ceremonial objects and human remains, and to the implementation of articles 11, 12, and 13 of the UN Declaration on the Rights of Indigenous Peoples. It outlines key aspects of IPR for states, cultural heritage institutions and Indigenous peoples to consider in the context of repatriation and proposes a strategy around IPR repatriation.","2020-04-15","2020-05-29 14:19:21","2020-05-29 14:19:40","2020-05-29 14:19:21","","","","","","","","","","","","Zenodo","","","","","","","Zenodo","","DOI: 10.5281/zenodo.3760293","","/home/diegodlh/Zotero/storage/XXITNZ4D/Mathilde Pavis and Andrea Wallace - 2020 - SCuLE Response for the EMRIP Report on repatriatio.pdf","","","copyright; public domain; intellectual property; human rights; UNDRIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
